Year,Category,Status,Person,PersonId,Movie,MovieId,AssociatedPeople,AssociatedIds
1990,BestCostumeDesign,Nominee,,,Noches de Harlem,tt0097481,['Joe I. Tompkins'],['nm0867001']
1990,BestCostumeDesign,Nominee,,,Valmont,tt0098575,['Theodor Pistek'],['nm0685551']
1990,BestDirector,Winner,Oliver Stone,nm0000231,Nacido el cuatro de julio,tt0096969,,
1990,BestDirector,Nominee,Woody Allen,nm0000095,Delitos y faltas,tt0097123,,
1990,BestDirector,Nominee,Kenneth Branagh,nm0000110,Enrique V,tt0097499,,
1990,BestDirector,Nominee,Jim Sheridan,nm0006487,Mi pie izquierdo,tt0097937,,
1990,BestDirector,Nominee,Peter Weir,nm0001837,El club de los poetas muertos,tt0097165,,
1990,"BestDocumentary,Features",Winner,,,Common Threads: Stories from the Quilt,tt0097099,"['Rob Epstein', 'Bill Couturié']","['nm0258531', 'nm0184323']"
1990,"BestDocumentary,Features",Nominee,,,Adam Clayton Powell,tt0096761,"['Richard Kilberg', 'Yvonne Smith']","['nm0452918', 'nm0810382']"
1990,"BestDocumentary,Features",Nominee,,,Crack USA: County Under Siege,tt0097120,"['Vince DiPersio', 'Bill Guttentag']","['nm0228122', 'nm0349702']"
1990,"BestDocumentary,Features",Nominee,,,For All Mankind,tt0097372,"['Al Reinert', 'Betsy Broyles Breier']","['nm0718031', 'nm0972202']"
1990,"BestDocumentary,Features",Nominee,,,Super Chief: The Life and Legacy of Earl Warren,tt0098413,"['Judith Leonard', 'Bill Jersey']","['nm0502672', 'nm0422080']"
1990,"BestDocumentary,ShortSubjects",Winner,,,The Johnstown Flood,tt0097628,['Charles Guggenheim'],['nm0346549']
1990,"BestDocumentary,ShortSubjects",Nominee,,,"Fine Food, Fine Pastries, Open 6 to 9",tt0097356,['David Petersen'],['nm0676793']
1990,"BestDocumentary,ShortSubjects",Nominee,,,Yad Vashem: Preserving the Past to Ensure the Future,tt0098685,['Ray Errol Fox'],['nm0289201']
1990,"BestEffects,SoundEffectsEditing",Winner,,,Indiana Jones y la última cruzada,tt0097576,"['Ben Burtt', 'Richard Hymns']","['nm0123785', 'nm0405232']"
1990,"BestEffects,SoundEffectsEditing",Nominee,,,Black Rain,tt0096933,"['Milton C. Burrow', 'William L. Manger']","['nm0123228', 'nm0542191']"
1990,"BestEffects,SoundEffectsEditing",Nominee,,,Arma letal 2,tt0097733,"['Robert G. Henderson', 'Alan Robert Murray']","['nm0376583', 'nm0614812']"
1990,"BestEffects,VisualEffects",Winner,,,Abyss,tt0096754,"['Hoyt Yeatman', 'Dennis Muren', 'John Bruno', 'Dennis Skotak']","['nm0947087', 'nm0613830', 'nm0116497', 'nm0804737']"
1990,"BestEffects,VisualEffects",Nominee,,,Las aventuras del barón Munchausen,tt0096764,"['Richard Conway', 'Kent Houston']","['nm0176763', 'nm0396854']"
1990,"BestEffects,VisualEffects",Nominee,,,Regreso al futuro: Parte II,tt0096874,"['Ken Ralston', 'Michael Lantieri', 'John Bell', 'Steve Gawley']","['nm0707822', 'nm0487177', 'nm0068290', 'nm0310697']"
1990,BestFilmEditing,Winner,,,Nacido el cuatro de julio,tt0096969,"['David Brenner', 'Joe Hutshing']","['nm0107463', 'nm0404528']"
1990,BestFilmEditing,Nominee,,,El oso,tt0095800,['Noëlle Boisson'],['nm0092384']
1990,BestFilmEditing,Nominee,,,Paseando a Miss Daisy,tt0097239,['Mark Warner'],['nm0912536']
1990,BestFilmEditing,Nominee,,,Los fabulosos Baker Boys,tt0097322,['William Steinkamp'],['nm0826119']
1990,BestFilmEditing,Nominee,,,Tiempos de gloria,tt0097441,['Steven Rosenblum'],['nm0742475']
1990,BestForeignLanguageFilm,Winner,,,Cinema Paradiso,tt0095765,[],[]
1990,BestForeignLanguageFilm,Nominee,,,La pasión de Camille Claudel,tt0094828,[],[]
1990,BestForeignLanguageFilm,Nominee,,,Jesús de Montreal,tt0097635,[],[]
1990,BestForeignLanguageFilm,Nominee,,,Lo que le pasó a Santiago,tt0097766,[],[]
1990,BestForeignLanguageFilm,Nominee,,,Dansen med Regitze,tt0097155,[],[]
1990,BestMakeup,Winner,,,Paseando a Miss Daisy,tt0097239,"['Manlio Rocchetti', 'Lynn Barber', 'Kevin Haney']","['nm0733647', 'nm0053430', 'nm0359790']"
1990,BestMakeup,Nominee,,,Las aventuras del barón Munchausen,tt0096764,"['Maggie Weston', 'Fabrizio Sforza']","['nm1461907', 'nm0786969']"
1990,BestMakeup,Nominee,,,Mi padre,tt0097142,"['Dick Smith', 'Ken Diaz', 'Greg Nelson']","['nm0004615', 'nm0225004', 'nm0625397']"
1990,"BestMusic,OriginalScore",Winner,,,La sirenita,tt0097757,['Alan Menken'],['nm0579678']
1990,"BestMusic,OriginalScore",Nominee,,,Nacido el cuatro de julio,tt0096969,['John Williams'],['nm0002354']
1990,"BestMusic,OriginalScore",Nominee,,,Los fabulosos Baker Boys,tt0097322,['Dave Grusin'],['nm0006115']
1990,"BestMusic,OriginalScore",Nominee,,,Campo de sueños,tt0097351,['James Horner'],['nm0000035']
1990,"BestMusic,OriginalScore",Nominee,,,Indiana Jones y la última cruzada,tt0097576,['John Williams'],['nm0002354']
1990,"BestMusic,OriginalSong",Winner,,,La sirenita,tt0097757,"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']"
1990,"BestMusic,OriginalSong",Nominee,,,El cielo se equivocó,tt0097044,"['Tom Snow', 'Dean Pitchford']","['nm0811330', 'nm0685673']"
1990,"BestMusic,OriginalSong",Nominee,,,Shirley Valentine,tt0098319,"['Marvin Hamlisch', 'Alan Bergman', 'Marilyn Bergman']","['nm0006121', 'nm0074732', 'nm0004750']"
1990,"BestMusic,OriginalSong",Nominee,,,Dulce hogar... ¡a veces!,tt0098067,['Randy Newman'],['nm0005271']
1990,"BestMusic,OriginalSong",Nominee,,,La sirenita,tt0097757,"['Alan Menken', 'Howard Ashman']","['nm0579678', 'nm0039141']"
1990,BestPicture,Winner,,,Paseando a Miss Daisy,tt0097239,"['Richard D. Zanuck', 'Lili Fini Zanuck']","['nm0005573', 'nm0005572']"
1990,BestPicture,Nominee,,,Nacido el cuatro de julio,tt0096969,"['A. Kitman Ho', 'Oliver Stone']","['nm0457715', 'nm0000231']"
1990,BestPicture,Nominee,,,El club de los poetas muertos,tt0097165,"['Steven Haft', 'Paul Junger Witt', 'Tony Thomas']","['nm0353187', 'nm0432625', 'nm0859597']"
1990,BestPicture,Nominee,,,Campo de sueños,tt0097351,"['Lawrence Gordon', 'Charles Gordon']","['nm0330379', 'nm0330077']"
1990,BestPicture,Nominee,,,Mi pie izquierdo,tt0097937,['Noel Pearson'],['nm0669348']
1990,"BestShortFilm,Animated",Winner,,,Balance,tt0096880,"['Christoph Lauenstein', 'Wolfgang Lauenstein']","['nm0490771', 'nm0490773']"
1990,"BestShortFilm,Animated",Nominee,,,Korova,tt0097118,['Aleksandr Petrov'],['nm0678154']
1990,"BestShortFilm,Animated",Nominee,,,The Hill Farm,tt0097509,['Mark Baker'],['nm0048735']
1990,"BestShortFilm,LiveAction",Winner,,,Work Experience,tt0098677,['James Hendrie'],['nm0376835']
1990,"BestShortFilm,LiveAction",Nominee,,,Amazon Diary,tt0096798,['Robert Nixon'],['nm0633272']
1990,"BestShortFilm,LiveAction",Nominee,,,The Child Eater,tt0097057,['Jonathan Tammuz'],['nm0848734']
1990,BestSound,Winner,,,Tiempos de gloria,tt0097441,"['Donald O. Mitchell', 'Gregg Rudloff', 'Elliot Tyson', 'Russell Williams II']","['nm0593290', 'nm0748832', 'nm0006525', 'nm0007020']"
1990,BestSound,Nominee,,,Abyss,tt0096754,"['Don J. Bassman', 'Kevin F. Cleary', 'Richard Overton', 'Lee Orloff']","['nm0060318', 'nm0165855', 'nm0653958', 'nm0650090']"
1990,BestSound,Nominee,,,Black Rain,tt0096933,"['Donald O. Mitchell', ""Kevin O'Connell"", 'Greg P. Russell', 'Keith A. Wester']","['nm0593290', 'nm0640114', 'nm0751169', 'nm0199492']"
1990,BestSound,Nominee,,,Nacido el cuatro de julio,tt0096969,"['Michael Minkler', 'Gregory H. Watkins', 'Wylie Stateman', 'Tod A. Maitland']","['nm0591444', 'nm0914312', 'nm0823758', 'nm0537972']"
1990,BestSound,Nominee,,,Indiana Jones y la última cruzada,tt0097576,"['Ben Burtt', 'Gary Summers', 'Shawn Murphy', 'Tony Dawe']","['nm0123785', 'nm0838707', 'nm0004156', 'nm0003360']"
1990,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Winner,,,Paseando a Miss Daisy,tt0097239,['Alfred Uhry'],['nm0880261']
1990,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,Nacido el cuatro de julio,tt0096969,"['Oliver Stone', 'Ron Kovic']","['nm0000231', 'nm0468407']"
1990,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,"Enemigos, a love story",tt0097276,"['Roger L. Simon', 'Paul Mazursky']","['nm0800363', 'nm0005196']"
1990,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,Campo de sueños,tt0097351,['Phil Alden Robinson'],['nm0004675']
1990,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,Mi pie izquierdo,tt0097937,"['Jim Sheridan', 'Shane Connaughton']","['nm0006487', 'nm0174934']"
1990,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Winner,,,El club de los poetas muertos,tt0097165,['Tom Schulman'],['nm0776114']
1990,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,Delitos y faltas,tt0097123,['Woody Allen'],['nm0000095']
1990,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,Haz lo que debas,tt0097216,['Spike Lee'],['nm0000490']
1990,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,"Sexo, mentiras y cintas de vídeo",tt0098724,['Steven Soderbergh'],['nm0001752']
1990,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,Cuando Harry encontró a Sally...,tt0098635,['Nora Ephron'],['nm0001188']
1990,Honorary,Winner,Akira Kurosawa,nm0000041,,,,
1991,BestActorinaLeadingRole,Winner,Jeremy Irons,nm0000460,El misterio Von Bulow,tt0100486,,
1991,BestActorinaLeadingRole,Nominee,Kevin Costner,nm0000126,Bailando con lobos,tt0099348,,
1991,BestActorinaLeadingRole,Nominee,Robert De Niro,nm0000134,Despertares,tt0099077,,
1991,BestActorinaLeadingRole,Nominee,Gérard Depardieu,nm0000367,Cyrano de Bergerac,tt0099334,,
1991,BestActorinaLeadingRole,Nominee,Richard Harris,nm0001321,El prado,tt0099566,,
1991,BestActorinaSupportingRole,Winner,Joe Pesci,nm0000582,Uno de los nuestros,tt0099685,,
1991,BestActorinaSupportingRole,Nominee,Bruce Davison,nm0001117,Compañeros inseparables,tt0100049,,
1991,BestActorinaSupportingRole,Nominee,Andy Garcia,nm0000412,El padrino parte III,tt0099674,,
1991,BestActorinaSupportingRole,Nominee,Graham Greene,nm0001295,Bailando con lobos,tt0099348,,
1991,BestActorinaSupportingRole,Nominee,Al Pacino,nm0000199,Dick Tracy,tt0099422,,
1991,BestActressinaLeadingRole,Winner,Kathy Bates,nm0000870,Misery,tt0100157,,
1991,BestActressinaLeadingRole,Nominee,Anjelica Huston,nm0001378,Los timadores,tt0099703,,
1991,BestActressinaLeadingRole,Nominee,Julia Roberts,nm0000210,Pretty Woman,tt0100405,,
1991,BestActressinaLeadingRole,Nominee,Meryl Streep,nm0000658,Postales desde el filo,tt0100395,,
1991,BestActressinaLeadingRole,Nominee,Joanne Woodward,nm0940946,Esperando a Mr. Bridge,tt0100200,,
1991,BestActressinaSupportingRole,Winner,Whoopi Goldberg,nm0000155,Ghost (Más allá del amor),tt0099653,,
1991,BestActressinaSupportingRole,Nominee,Annette Bening,nm0000906,Los timadores,tt0099703,,
1991,BestActressinaSupportingRole,Nominee,Lorraine Bracco,nm0000966,Uno de los nuestros,tt0099685,,
1991,BestActressinaSupportingRole,Nominee,Diane Ladd,nm0002663,Corazón salvaje,tt0100935,,
1991,BestActressinaSupportingRole,Nominee,Mary McDonnell,nm0001521,Bailando con lobos,tt0099348,,
1991,BestArtDirection-SetDecoration,Winner,,,Dick Tracy,tt0099422,"['Richard Sylbert', 'Rick Simpson']","['nm0843129', 'nm0801173']"
1991,BestArtDirection-SetDecoration,Nominee,,,Cyrano de Bergerac,tt0099334,"['Ezio Frigerio', 'Jacques Rouxel']","['nm0295702', 'nm0746232']"
1991,BestArtDirection-SetDecoration,Nominee,,,Bailando con lobos,tt0099348,"['Jeffrey Beecroft', 'Lisa Dean']","['nm0066360', 'nm0212856']"
1991,BestArtDirection-SetDecoration,Nominee,,,El padrino parte III,tt0099674,"['Dean Tavoularis', 'Gary Fettis']","['nm0851790', 'nm0275361']"
1991,BestArtDirection-SetDecoration,Nominee,,,Hamlet (El honor de la venganza),tt0099726,"['Dante Ferretti', 'Francesca Lo Schiavo']","['nm0274721', 'nm0521302']"
1991,BestCinematography,Winner,,,Bailando con lobos,tt0099348,['Dean Semler'],['nm0005871']
1991,BestCinematography,Nominee,,,Avalon,tt0099073,['Allen Daviau'],['nm0005679']
1991,BestCinematography,Nominee,,,Dick Tracy,tt0099422,['Vittorio Storaro'],['nm0005886']
1991,BestCinematography,Nominee,,,El padrino parte III,tt0099674,['Gordon Willis'],['nm0932336']
1991,BestCinematography,Nominee,,,Henry y June (El diario íntimo de Anaïs Nin),tt0099762,['Philippe Rousselot'],['nm0003542']
1991,BestCostumeDesign,Winner,,,Cyrano de Bergerac,tt0099334,['Franca Squarciapino'],['nm0820037']
1991,BestCostumeDesign,Nominee,,,Avalon,tt0099073,['Gloria Gresham'],['nm0340336']
1991,BestCostumeDesign,Nominee,,,Bailando con lobos,tt0099348,['Elsa Zamparelli'],['nm0952747']
1991,BestCostumeDesign,Nominee,,,Dick Tracy,tt0099422,['Milena Canonero'],['nm0134382']
1991,BestCostumeDesign,Nominee,,,Hamlet (El honor de la venganza),tt0099726,['Maurizio Millenotti'],['nm0587818']
1991,BestDirector,Winner,Kevin Costner,nm0000126,Bailando con lobos,tt0099348,,
1991,BestDirector,Nominee,Francis Ford Coppola,nm0000338,El padrino parte III,tt0099674,,
1991,BestDirector,Nominee,Stephen Frears,nm0001241,Los timadores,tt0099703,,
1991,BestDirector,Nominee,Barbet Schroeder,nm0775447,El misterio Von Bulow,tt0100486,,
1991,BestDirector,Nominee,Martin Scorsese,nm0000217,Uno de los nuestros,tt0099685,,
1991,"BestDocumentary,Features",Winner,,,American Dream,tt0099028,"['Barbara Kopple', 'Arthur Cohn']","['nm0465932', 'nm0004453']"
1991,"BestDocumentary,Features",Nominee,,,Berkeley in the Sixties,tt0099121,['Mark Kitchell'],['nm0457627']
1991,"BestDocumentary,Features",Nominee,,,Building Bombs,tt0099185,"['Mark Mori', 'Susan J. Robinson']","['nm0605266', 'nm12606651']"
1991,"BestDocumentary,Features",Nominee,,,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,tt0099598,['Judith Montell'],['nm0599305']
1991,"BestDocumentary,Features",Nominee,,,Waldo Salt: A Screenwriter's Journey,tt0100900,"['Robert Hillmann', 'Eugene X']","['nm0385091', 'nm0944310']"
1991,"BestDocumentary,ShortSubjects",Winner,,,Days of Waiting,tt0099372,['Steven Okazaki'],['nm0645574']
1991,"BestDocumentary,ShortSubjects",Nominee,,,Burning Down Tomorrow,tt0099191,['Kit Thomas'],['nm0859119']
1991,"BestDocumentary,ShortSubjects",Nominee,,,Chimps: So Like Us,tt0099257,"['Karen Goodman', 'Kirk Simon']","['nm0329139', 'nm0800232']"
1991,"BestDocumentary,ShortSubjects",Nominee,,,Journey Into Life: The World of the Unborn,tt0099899,['Derek Bromhall'],['nm0111318']
1991,"BestDocumentary,ShortSubjects",Nominee,,,Rose Kennedy: A Life to Remember,tt0100517,"['Freida Lee Mock', 'Terry Sanders']","['nm0595131', 'nm0761739']"
1991,"BestEffects,SoundEffectsEditing",Winner,,,La caza del Octubre Rojo,tt0099810,"['Cecelia Hall', 'George Watters II']","['nm0355398', 'nm0915036']"
1991,"BestEffects,SoundEffectsEditing",Nominee,,,Línea mortal,tt0099582,"['Charles L. Campbell', 'Richard C. Franklin']","['nm0132287', 'nm0291526']"
1991,"BestEffects,SoundEffectsEditing",Nominee,,,Desafío total,tt0100802,['Stephen Hunter Flick'],['nm0282276']
1991,BestFilmEditing,Winner,,,Bailando con lobos,tt0099348,['Neil Travis'],['nm0871423']
1991,BestFilmEditing,Nominee,,,Ghost (Más allá del amor),tt0099653,['Walter Murch'],['nm0004555']
1991,BestFilmEditing,Nominee,,,El padrino parte III,tt0099674,"['Barry Malkin', 'Lisa Fruchtman', 'Walter Murch']","['nm0539794', 'nm0296636', 'nm0004555']"
1991,BestFilmEditing,Nominee,,,Uno de los nuestros,tt0099685,['Thelma Schoonmaker'],['nm0774817']
1991,BestFilmEditing,Nominee,,,La caza del Octubre Rojo,tt0099810,"['Dennis Virkler', 'John Wright']","['nm0899398', 'nm0942510']"
1991,BestForeignLanguageFilm,Winner,,,Viaje a la esperanza,tt0100470,[],[]
1991,BestForeignLanguageFilm,Nominee,,,Cyrano de Bergerac,tt0099334,[],[]
1991,BestForeignLanguageFilm,Nominee,,,La chica terrible,tt0100557,[],[]
1991,BestForeignLanguageFilm,Nominee,,,Porte aperte,tt0100389,[],[]
1991,BestForeignLanguageFilm,Nominee,,,Semilla de crisantemo,tt0099902,[],[]
1991,BestMakeup,Winner,,,Dick Tracy,tt0099422,"['John Caglione Jr.', 'Doug Drexler']","['nm0128550', 'nm0237774']"
1991,BestMakeup,Nominee,,,Cyrano de Bergerac,tt0099334,"['Michèle Burke', 'Jean-Pierre Eychenne']","['nm0121807', 'nm0264108']"
1991,BestMakeup,Nominee,,,Eduardo Manostijeras,tt0099487,"['Ve Neill', 'Stan Winston']","['nm0624763', 'nm0935644']"
1991,"BestMusic,OriginalScore",Winner,,,Bailando con lobos,tt0099348,['John Barry'],['nm0000290']
1991,"BestMusic,OriginalScore",Nominee,,,Avalon,tt0099073,['Randy Newman'],['nm0005271']
1991,"BestMusic,OriginalScore",Nominee,,,Ghost (Más allá del amor),tt0099653,['Maurice Jarre'],['nm0003574']
1991,"BestMusic,OriginalScore",Nominee,,,Habana,tt0099747,['Dave Grusin'],['nm0006115']
1991,"BestMusic,OriginalScore",Nominee,,,Solo en casa,tt0099785,['John Williams'],['nm0002354']
1991,"BestMusic,OriginalSong",Winner,,,Dick Tracy,tt0099422,['Stephen Sondheim'],['nm0814227']
1991,"BestMusic,OriginalSong",Nominee,,,Intrépidos forajidos,tt0100994,['Jon Bon Jovi'],['nm0000954']
1991,"BestMusic,OriginalSong",Nominee,,,Postales desde el filo,tt0100395,['Shel Silverstein'],['nm0799060']
1991,"BestMusic,OriginalSong",Nominee,,,El padrino parte III,tt0099674,"['Carmine Coppola', 'John Bettis']","['nm0178874', 'nm0079376']"
1991,"BestMusic,OriginalSong",Nominee,,,Solo en casa,tt0099785,"['John Williams', 'Leslie Bricusse']","['nm0002354', 'nm0108634']"
1991,BestPicture,Winner,,,Bailando con lobos,tt0099348,"['Jim Wilson', 'Kevin Costner']","['nm0933604', 'nm0000126']"
1991,BestPicture,Nominee,,,Despertares,tt0099077,"['Walter F. Parkes', 'Lawrence Lasker']","['nm0662748', 'nm0489623']"
1991,BestPicture,Nominee,,,Ghost (Más allá del amor),tt0099653,['Lisa Weinstein'],['nm0918456']
1991,BestPicture,Nominee,,,El padrino parte III,tt0099674,['Francis Ford Coppola'],['nm0000338']
1991,BestPicture,Nominee,,,Uno de los nuestros,tt0099685,['Irwin Winkler'],['nm0005563']
1991,"BestShortFilm,Animated",Winner,,,Creature Comforts,tt0099317,['Nick Park'],['nm0661910']
1991,"BestShortFilm,Animated",Nominee,,,Wallace y Gromit: La gran excursión,tt0104361,['Nick Park'],['nm0661910']
1991,"BestShortFilm,Animated",Nominee,,,Saltamontes,tt0099696,['Bruno Bozzetto'],['nm0102547']
1991,"BestShortFilm,LiveAction",Winner,,,The Lunch Date,tt0100076,['Adam Davidson'],['nm0203215']
1991,"BestShortFilm,LiveAction",Nominee,,,Bronx Cheers,tt0099182,"['Raymond De Felitta', 'Matthew Gross']","['nm0208343', 'nm0343446']"
1991,"BestShortFilm,LiveAction",Nominee,,,Dear Rosie,tt0099382,"['Peter Cattaneo', 'Barnaby Thompson']","['nm0146341', 'nm0859877']"
1991,"BestShortFilm,LiveAction",Nominee,,,Senzeni Na?,tt0100579,"['Bernard Joffa', 'Anthony E. Nicholas']","['nm0423615', 'nm0629356']"
1991,"BestShortFilm,LiveAction",Nominee,,,12:01 PM,tt0098962,"['Hillary Anne Ripps', 'Jonathan Heap']","['nm0728123', 'nm0372421']"
1991,BestSound,Winner,,,Bailando con lobos,tt0099348,"['Russell Williams II', 'Jeffrey Perkins', 'Bill W. Benton', 'Gregory H. Watkins']","['nm0007020', 'nm0673964', 'nm0072904', 'nm0914312']"
1991,BestSound,Nominee,,,Días de trueno,tt0099371,"['Charles M. Wilborn', 'Donald O. Mitchell', 'Rick Kline', ""Kevin O'Connell""]","['nm0928088', 'nm0593290', 'nm0459662', 'nm0640114']"
1991,BestSound,Nominee,,,Dick Tracy,tt0099422,"['Thomas Causey', 'Chris Jenkins', 'David E. Campbell', 'Doug Hemphill']","['nm0146600', 'nm0420804', 'nm0132372', 'nm0376153']"
1991,BestSound,Nominee,,,La caza del Octubre Rojo,tt0099810,"['Richard Bryce Goodman', 'Richard Overton', 'Kevin F. Cleary', 'Don J. Bassman']","['nm0329208', 'nm0653958', 'nm0165855', 'nm0060318']"
1991,BestSound,Nominee,,,Desafío total,tt0100802,"['Nelson Stoll', 'Michael J. Kohut', 'Carlos Delarios', 'Aaron Rochin']","['nm0831523', 'nm0463489', 'nm0216467', 'nm0734099']"
1991,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Winner,,,Bailando con lobos,tt0099348,['Michael Blake'],['nm0086658']
1991,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,Despertares,tt0099077,['Steven Zaillian'],['nm0001873']
1991,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,Uno de los nuestros,tt0099685,"['Nicholas Pileggi', 'Martin Scorsese']","['nm0683380', 'nm0000217']"
1991,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,Los timadores,tt0099703,['Donald E. Westlake'],['nm0922799']
1991,"BestWriting,ScreenplayBasedonMaterialfromAnotherMedium",Nominee,,,El misterio Von Bulow,tt0100486,['Nicholas Kazan'],['nm0443582']
1991,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Winner,,,Ghost (Más allá del amor),tt0099653,['Bruce Joel Rubin'],['nm0748022']
1991,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,Alice,tt0099012,['Woody Allen'],['nm0000095']
1991,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,Avalon,tt0099073,['Barry Levinson'],['nm0001469']
1991,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,Matrimonio de conveniencia,tt0099699,['Peter Weir'],['nm0001837']
1991,"BestWriting,ScreenplayWrittenDirectlyfortheScreen",Nominee,,,Metropolitan,tt0100142,['Whit Stillman'],['nm0001775']
1991,Honorary,Winner,Eric Brevig,nm0108094,,,,
1991,Honorary,Winner,Sophia Loren,nm0000047,,,,
1991,Honorary,Winner,Myrna Loy,nm0001485,,,,
1992,BestActorinaLeadingRole,Winner,Anthony Hopkins,nm0000164,El silencio de los corderos,tt0102926,,
1992,BestActorinaLeadingRole,Nominee,Warren Beatty,nm0000886,Bugsy,tt0101516,,
1992,BestActorinaLeadingRole,Nominee,Robert De Niro,nm0000134,El cabo del miedo,tt0101540,,
1992,BestActorinaLeadingRole,Nominee,Nick Nolte,nm0000560,El príncipe de las mareas,tt0102713,,
1992,BestActorinaLeadingRole,Nominee,Robin Williams,nm0000245,El rey pescador,tt0101889,,
1992,BestActorinaSupportingRole,Winner,Jack Palance,nm0001588,Cowboys de ciudad,tt0101587,,
1992,BestActorinaSupportingRole,Nominee,Tommy Lee Jones,nm0000169,JFK: Caso abierto,tt0102138,,
1992,BestActorinaSupportingRole,Nominee,Harvey Keitel,nm0000172,Bugsy,tt0101516,,
1992,BestActorinaSupportingRole,Nominee,Ben Kingsley,nm0001426,Bugsy,tt0101516,,
1992,BestActorinaSupportingRole,Nominee,Michael Lerner,nm0503627,Barton Fink,tt0101410,,
1992,BestActressinaLeadingRole,Winner,Jodie Foster,nm0000149,El silencio de los corderos,tt0102926,,
1992,BestActressinaLeadingRole,Nominee,Geena Davis,nm0000133,Thelma & Louise,tt0103074,,
1992,BestActressinaLeadingRole,Nominee,Laura Dern,nm0000368,El precio de la ambición,tt0102753,,
1992,BestActressinaLeadingRole,Nominee,Bette Midler,nm0000541,"Ayer, hoy y por siempre",tt0101902,,
1992,BestActressinaLeadingRole,Nominee,Susan Sarandon,nm0000215,Thelma & Louise,tt0103074,,
1992,BestActressinaSupportingRole,Winner,Mercedes Ruehl,nm0001689,El rey pescador,tt0101889,,
1992,BestActressinaSupportingRole,Nominee,Diane Ladd,nm0002663,El precio de la ambición,tt0102753,,
1992,BestActressinaSupportingRole,Nominee,Juliette Lewis,nm0000496,El cabo del miedo,tt0101540,,
1992,BestActressinaSupportingRole,Nominee,Kate Nelligan,nm0625075,El príncipe de las mareas,tt0102713,,
1992,BestActressinaSupportingRole,Nominee,Jessica Tandy,nm0001788,Tomates verdes fritos,tt0101921,,
1992,BestArtDirection-SetDecoration,Winner,,,Bugsy,tt0101516,"['Dennis Gassner', 'Nancy Haigh']","['nm0309357', 'nm0354101']"
1992,BestArtDirection-SetDecoration,Nominee,,,Barton Fink,tt0101410,"['Dennis Gassner', 'Nancy Haigh']","['nm0309357', 'nm0354101']"
1992,BestArtDirection-SetDecoration,Nominee,,,El rey pescador,tt0101889,"['Mel Bourne', 'Cindy Carr']","['nm0100080', 'nm0139649']"
1992,BestArtDirection-SetDecoration,Nominee,,,Hook (El capitán Garfio),tt0102057,"['Norman Garwood', 'Garrett Lewis']","['nm0308841', 'nm0507204']"
1992,BestArtDirection-SetDecoration,Nominee,,,El príncipe de las mareas,tt0102713,"['Paul Sylbert', 'Caryl Heller']","['nm0843128', 'nm0375288']"
1992,BestCinematography,Winner,,,JFK: Caso abierto,tt0102138,['Robert Richardson'],['nm0724744']
1992,BestCinematography,Nominee,,,Bugsy,tt0101516,['Allen Daviau'],['nm0005679']
1992,BestCinematography,Nominee,,,El príncipe de las mareas,tt0102713,['Stephen Goldblatt'],['nm0003552']
1992,BestCinematography,Nominee,,,Terminator 2: El juicio final,tt0103064,['Adam Greenberg'],['nm0004229']
1992,BestCinematography,Nominee,,,Thelma & Louise,tt0103074,['Adrian Biddle'],['nm0000939']
1992,BestCostumeDesign,Winner,,,Bugsy,tt0101516,['Albert Wolsky'],['nm0938717']
1992,BestCostumeDesign,Nominee,,,La familia Addams,tt0101272,['Ruth Myers'],['nm0616848']
1992,BestCostumeDesign,Nominee,,,Barton Fink,tt0101410,['Richard Hornung'],['nm0395224']
1992,BestCostumeDesign,Nominee,,,Hook (El capitán Garfio),tt0102057,['Anthony Powell'],['nm0694018']
1992,BestCostumeDesign,Nominee,,,Madame Bovary,tt0102368,['Corinne Jorry'],['nm0430452']
1992,BestDirector,Winner,Jonathan Demme,nm0001129,El silencio de los corderos,tt0102926,,
1992,BestDirector,Nominee,Barry Levinson,nm0001469,Bugsy,tt0101516,,
1992,BestDirector,Nominee,Ridley Scott,nm0000631,Thelma & Louise,tt0103074,,
